STATEFP,COUNTYFP,NetReturns,NetIndividuals,NetAGI,realNETAGI,year
6,1,-18,-57,653,770.54,2012
8,1,16,49,1755,2070.9,2012
9,1,34,66,3842,4533.56,2012
11,1,4,-2,6540,7717.2,2012
12,1,0,-1,-69,-81.42,2012
16,1,0,4,305,359.9,2012
25,1,-4,-8,-495,-584.1,2012
34,1,10,25,606,715.08,2012
35,1,7,12,862,1017.16,2012
36,1,5,12,383,451.94,2012
37,1,-39,-33,3877,4574.86,2012
4,3,13,32,694,818.92,2012
9,3,40,84,2992,3530.56,2012
10,3,26,19,1911,2254.98,2012
15,3,13,14,1513,1785.34,2012
18,3,11,20,1095,1292.1,2012
24,3,16,54,3083,3637.94,2012
32,3,-4,30,466,549.88,2012
34,3,36,81,3398,4009.64,2012
42,3,31,54,205,241.9,2012
44,3,1,8,151,178.18,2012
45,3,12,16,603,711.54,2012
51,3,14,21,929,1096.22,2012
8,5,-11,-14,133,156.94,2012
9,5,11,22,826,974.68,2012
10,5,-15,-22,-619,-730.42,2012
12,5,4,15,430,507.4,2012
23,5,10,16,1189,1403.02,2012
24,5,5,14,1413,1667.34,2012
25,5,16,50,2054,2423.72,2012
34,5,25,51,1238,1460.84,2012
36,5,82,173,3476,4101.68,2012
9,7,14,27,853,1006.54,2012
34,7,24,53,1081,1275.58,2012
36,7,30,39,2516,2968.88,2012
44,7,17,37,1244,1467.92,2012
45,7,-1,-1,-158,-186.44,2012
50,7,12,17,972,1146.96,2012
9,9,57,105,3825,4513.5,2012
12,9,-4,-13,232,273.76,2012
25,9,7,45,1836,2166.48,2012
37,9,1,2,-154,-181.72,2012
1,101,16,41,587,692.66,2012
12,101,17,24,275,324.5,2012
37,101,-267,-615,-13508,-15939.44,2012
42,101,13,21,2983,3519.94,2012
12,103,-8,-18,-1566,-1847.88,2012
36,103,286,384,13586,16031.48,2012
39,103,13,27,740,873.2,2012
12,105,15,23,739,872.02,2012
18,105,13,17,558,658.44,2012
37,105,-553,-2421,-18936,-22344.48,2012
37,107,56,100,1900,2242,2012
51,107,23,35,2124,2506.32,2012
12,109,-2,-15,-74,-87.32,2012
31,109,14,26,613,723.34,2012
36,109,21,35,1176,1387.68,2012
37,109,-3,-9,-422,-497.96,2012
40,109,-13,-24,-644,-759.92,2012
9,11,6,30,307,362.26,2012
12,11,80,142,4152,4899.36,2012
33,11,60,134,6982,8238.76,2012
42,11,22,48,1541,1818.38,2012
6,111,-6,-24,-668,-788.24,2012
12,111,0,2,-1269,-1497.42,2012
17,111,10,19,4081,4815.58,2012
21,111,6,17,390,460.2,2012
36,111,23,41,1224,1444.32,2012
37,111,4,7,74,87.32,2012
12,113,-11,-18,-683,-805.94,2012
13,113,13,32,1207,1424.26,2012
19,113,10,15,621,732.78,2012
37,113,11,15,428,505.04,2012
39,113,15,27,718,847.24,2012
48,113,5,-22,6212,7330.16,2012
12,115,-18,-38,-1768,-2086.24,2012
1,117,12,19,425,501.5,2012
12,117,-3,-4,-333,-392.94,2012
13,117,0,-16,228,269.04,2012
37,117,15,14,746,880.28,2012
51,117,27,50,382,450.76,2012
5,119,3,7,268,316.24,2012
12,119,-17,-31,-1084,-1279.12,2012
36,119,161,209,7502,8852.36,2012
37,119,-301,-574,-23534,-27770.12,2012
13,121,-46,-4,5214,6152.52,2012
48,121,2,12,26,30.68,2012
51,121,20,23,321,378.78,2012
27,123,-19,-46,-1190,-1404.2,2012
37,123,11,19,431,508.58,2012
1,125,10,17,413,487.34,2012
26,125,12,4,-60,-70.8,2012
37,125,47,83,1276,1505.68,2012
42,125,21,30,1517,1790.06,2012
47,125,-14,-30,-369,-435.42,2012
12,127,30,59,1175,1386.5,2012
37,127,256,557,14401,16993.18,2012
37,129,111,103,-13796,-16279.28,2012
42,129,18,38,1470,1734.6,2012
4,13,35,61,279,329.22,2012
6,13,10,14,1200,1416,2012
8,13,-11,-8,-786,-927.48,2012
19,13,10,21,933,1100.94,2012
24,13,12,18,838,988.84,2012
25,13,24,51,791,933.38,2012
33,13,10,23,730,861.4,2012
34,13,77,162,3404,4016.72,2012
37,13,24,49,1845,2177.1,2012
45,13,4,1,819,966.42,2012
51,13,25,70,6671,7871.78,2012
37,131,4,4,99,116.82,2012
37,133,9,4,1326,1564.68,2012
39,133,11,18,960,1132.8,2012
42,133,17,38,2182,2574.76,2012
13,135,16,41,-327,-385.86,2012
37,135,497,667,5875,6932.5,2012
37,137,4,5,-464,-547.52,2012
13,139,-11,-26,-758,-894.44,2012
26,139,11,29,806,951.08,2012
37,139,33,68,890,1050.2,2012
18,141,11,25,1140,1345.2,2012
37,141,-13,-33,-1572,-1854.96,2012
48,141,-17,-26,-456,-538.08,2012
17,143,-23,-51,-3802,-4486.36,2012
40,143,-15,-30,-787,-928.66,2012
51,143,0,7,-48,-56.64,2012
26,145,-11,-19,-650,-767,2012
37,145,-11,-53,1819,2146.42,2012
37,147,223,355,11455,13516.9,2012
47,149,13,32,510,601.8,2012
12,15,11,16,600,708,2012
25,15,10,16,729,860.22,2012
33,15,7,28,1181,1393.58,2012
34,15,10,21,652,769.36,2012
36,15,10,14,390,460.2,2012
37,15,-5,3,-15,-17.7,2012
45,15,11,10,-657,-775.26,2012
13,151,15,33,670,790.6,2012
37,151,-2,13,-1278,-1508.04,2012
39,151,17,45,912,1076.16,2012
19,153,4,-6,-345,-407.1,2012
37,153,18,33,587,692.66,2012
39,153,40,67,2823,3331.14,2012
51,153,27,70,2682,3164.76,2012
37,155,25,55,1467,1731.06,2012
18,157,19,34,1291,1523.38,2012
37,157,-11,-18,-250,-295,2012
47,157,19,32,1732,2043.76,2012
48,157,-24,-52,-1935,-2283.3,2012
37,159,23,46,1331,1570.58,2012
20,161,12,30,589,695.02,2012
26,161,0,10,-969,-1143.42,2012
37,161,-11,-16,-423,-499.14,2012
51,161,-10,-14,-364,-429.52,2012
19,163,18,39,2490,2938.2,2012
26,163,19,36,3075,3628.5,2012
37,163,-60,-365,-876,-1033.68,2012
37,165,18,24,896,1057.28,2012
39,165,21,56,2606,3075.08,2012
47,165,-10,-19,-788,-929.84,2012
37,167,9,14,192,226.56,2012
37,169,13,19,443,522.74,2012
12,17,3,-3,-230,-271.4,2012
22,17,10,18,924,1090.32,2012
24,17,20,52,1853,2186.54,2012
25,17,57,126,3973,4688.14,2012
34,17,33,75,3598,4245.64,2012
37,17,1,-12,-265,-312.7,2012
39,17,23,48,3819,4506.42,2012
42,17,20,60,1598,1885.64,2012
37,171,6,14,179,211.22,2012
20,173,18,34,763,900.34,2012
39,173,15,28,1032,1217.76,2012
51,177,19,36,1721,2030.78,2012
37,179,8,22,-677,-798.86,2012
47,179,12,17,1294,1526.92,2012
51,179,10,33,505,595.9,2012
37,181,27,100,2205,2601.9,2012
29,183,11,24,1243,1466.74,2012
37,183,733,1511,39573,46696.14,2012
37,185,29,20,479,565.22,2012
37,187,5,0,-155,-182.9,2012
47,187,-6,-28,-783,-923.94,2012
29,189,8,8,-85,-100.3,2012
37,189,17,16,155,182.9,2012
4,19,37,71,897,1058.46,2012
12,19,10,22,425,501.5,2012
17,19,10,16,292,344.56,2012
34,19,19,54,3238,3820.84,2012
37,19,7,-4,-1752,-2067.36,2012
42,19,13,17,476,561.68,2012
45,19,4,12,-1736,-2048.48,2012
51,19,8,9,1001,1181.18,2012
37,191,15,-10,2509,2960.62,2012
37,193,6,20,521,614.78,2012
37,195,107,229,4369,5155.42,2012
17,197,8,31,1248,1472.64,2012
2,20,-2,-5,82,96.76,2012
17,201,11,19,658,776.44,2012
48,201,-83,-193,-5022,-5925.96,2012
12,21,2,0,1064,1255.52,2012
13,21,10,23,456,538.08,2012
24,21,13,23,980,1156.4,2012
25,21,8,18,2339,2760.02,2012
34,21,24,48,2500,2950,2012
37,21,-49,-103,-5794,-6836.92,2012
13,215,21,48,860,1014.8,2012
25,23,9,15,479,565.22,2012
34,23,42,112,5068,5980.24,2012
37,23,4,6,44,51.92,2012
50,23,12,25,757,893.26,2012
13,245,-1,-10,-136,-160.48,2012
24,25,6,3,180,212.4,2012
25,25,2,4,2853,3366.54,2012
34,25,8,23,2034,2400.12,2012
37,25,25,58,2082,2456.76,2012
55,25,0,15,-93,-109.74,2012
24,27,-23,-24,496,585.28,2012
25,27,37,125,5075,5988.5,2012
34,27,42,76,1997,2356.46,2012
36,27,22,28,900,1062,2012
37,27,4,3,-778,-918.04,2012
42,27,8,12,698,823.64,2012
48,27,7,14,228,269.04,2012
34,29,9,0,352,415.36,2012
36,29,37,51,1849,2181.82,2012
42,29,19,44,3529,4164.22,2012
48,29,-29,-54,-2215,-2613.7,2012
8,31,-38,-69,-4876,-5753.68,2012
12,31,-11,-33,-2238,-2640.84,2012
17,31,51,171,9168,10818.24,2012
23,31,11,19,485,572.3,2012
24,31,20,20,4171,4921.78,2012
34,31,43,94,2778,3278.04,2012
37,31,-54,-94,-24722,-29171.96,2012
12,33,-7,-10,-690,-814.2,2012
22,33,-78,-331,-1594,-1880.92,2012
24,33,20,39,1316,1552.88,2012
37,33,19,50,993,1171.74,2012
53,33,-15,15,6116,7216.88,2012
48,339,-15,-38,-1060,-1250.8,2012
8,35,-14,-32,-2422,-2857.96,2012
34,35,26,45,3106,3665.08,2012
37,35,17,40,223,263.14,2012
39,35,30,64,-8500,-10030,2012
45,35,7,19,552,651.36,2012
49,35,-24,-28,-1959,-2311.62,2012
6,37,37,81,5353,6316.54,2012
24,37,0,-2,15,17.7,2012
27,37,-13,-35,-1343,-1584.74,2012
34,37,14,32,1154,1361.72,2012
37,37,-229,-486,-42231,-49832.58,2012
47,37,-23,-8,766,903.88,2012
34,39,28,80,2325,2743.5,2012
54,39,-11,-22,-757,-893.26,2012
8,41,13,28,-1012,-1194.16,2012
34,41,10,17,587,692.66,2012
37,41,-7,-13,-618,-729.24,2012
39,41,1,-15,-83,-97.94,2012
42,41,1,16,421,496.78,2012
45,41,18,41,929,1096.22,2012
48,41,22,46,1785,2106.3,2012
51,41,13,20,1095,1292.1,2012
17,43,19,45,1899,2240.82,2012
42,43,20,32,1414,1668.52,2012
45,43,0,1,-422,-497.96,2012
48,439,12,21,1142,1347.56,2012
36,45,7,26,453,534.54,2012
37,45,0,-11,-173,-204.14,2012
42,45,6,28,384,453.12,2012
45,45,-7,-41,-830,-979.4,2012
48,453,-111,-186,-12678,-14960.04,2012
36,47,68,189,5524,6518.32,2012
37,47,5,15,153,180.54,2012
26,49,22,51,1110,1309.8,2012
28,49,10,20,1111,1310.98,2012
37,49,53,99,1438,1696.84,2012
39,49,1,22,2314,2730.52,2012
42,49,14,19,1304,1538.72,2012
49,49,12,30,600,708,2012
48,491,3,10,683,805.94,2012
13,51,-7,5,340,401.2,2012
22,51,13,35,523,617.14,2012
37,51,157,260,9626,11358.68,2012
41,51,-13,-12,-1621,-1912.78,2012
45,51,-26,-47,-12507,-14758.26,2012
24,510,21,37,1308,1543.44,2012
29,510,2,6,-42,-49.56,2012
51,510,22,43,2552,3011.36,2012
12,53,14,25,321,378.78,2012
27,53,29,66,2042,2409.56,2012
37,53,12,19,468,552.24,2012
53,53,6,16,371,437.78,2012
51,540,31,59,1597,1884.46,2012
31,55,15,23,866,1021.88,2012
36,55,55,115,3252,3837.36,2012
37,55,16,27,293,345.74,2012
51,550,-14,-18,-357,-421.26,2012
12,57,-10,-56,-1238,-1460.84,2012
13,57,4,19,322,379.96,2012
18,57,4,25,1556,1836.08,2012
37,57,11,11,379,447.22,2012
45,57,-13,-27,-1094,-1290.92,2012
6,59,28,62,3480,4106.4,2012
8,59,-5,-2,-133,-156.94,2012
13,59,14,15,326,384.68,2012
36,59,79,189,7903,9325.54,2012
37,59,10,14,384,453.12,2012
51,59,103,250,17625,20797.5,2012
51,590,15,29,651,768.18,2012
12,61,-14,-26,-480,-566.4,2012
36,61,-12,56,11545,13623.1,2012
37,61,-109,-443,-2850,-3363,2012
39,61,9,24,753,888.54,2012
53,61,10,23,566,667.88,2012
54,61,-1,-7,-355,-418.9,2012
13,63,-8,-13,-376,-443.68,2012
36,63,12,15,460,542.8,2012
37,63,-424,-219,28572,33714.96,2012
45,63,19,56,995,1174.1,2012
53,63,13,16,356,420.08,2012
6,65,5,7,812,958.16,2012
26,65,48,77,1338,1578.84,2012
36,65,9,10,720,849.6,2012
37,65,39,79,7448,8788.64,2012
47,65,2,26,-59,-69.62,2012
51,650,4,1,435,513.3,2012
6,67,-8,-19,-1245,-1469.1,2012
13,67,2,29,2565,3026.7,2012
21,67,0,-8,-1747,-2061.46,2012
36,67,18,16,1305,1539.9,2012
37,67,98,163,9099,10736.82,2012
41,67,-4,19,654,771.72,2012
51,680,14,21,818,965.24,2012
8,69,-6,1,576,679.68,2012
12,69,4,-4,56,66.08,2012
36,69,-10,-30,-1342,-1583.56,2012
37,69,-194,-433,-15081,-17795.58,2012
42,69,13,25,1643,1938.74,2012
51,700,14,31,394,464.92,2012
6,71,10,31,462,545.16,2012
12,71,11,33,-10,-11.8,2012
22,71,-21,-49,492,580.56,2012
36,71,45,77,2204,2600.72,2012
37,71,-2,14,803,947.54,2012
42,71,8,12,848,1000.64,2012
51,710,-18,-25,-390,-460.2,2012
1,73,-2,7,610,719.8,2012
6,73,51,91,-6597,-7784.46,2012
12,73,34,48,1331,1570.58,2012
13,73,-3,-8,-838,-988.84,2012
51,740,0,2,-162,-191.16,2012
6,75,-26,-12,888,1047.84,2012
51,760,-19,-33,-277,-326.86,2012
6,77,10,33,572,674.96,2012
13,77,11,26,606,715.08,2012
26,77,15,32,794,936.92,2012
37,77,-105,-372,-5019,-5922.42,2012
42,77,16,47,1236,1458.48,2012
45,77,10,12,187,220.66,2012
51,770,4,8,-233,-274.94,2012
37,79,7,10,274,323.32,2012
42,79,14,35,541,638.38,2012
45,79,50,80,2131,2514.58,2012
55,79,3,-13,-1861,-2195.98,2012
51,800,2,10,366,431.88,2012
1,81,10,15,384,453.12,2012
6,81,-23,-45,-1736,-2048.48,2012
12,81,0,-17,-541,-638.38,2012
26,81,-4,22,329,388.22,2012
36,81,116,239,4246,5010.28,2012
37,81,69,-91,7651,9028.18,2012
51,810,1,-16,-614,-724.52,2012
6,83,-12,-27,-1189,-1403.02,2012
12,83,22,43,173,204.14,2012
37,83,27,14,468,552.24,2012
45,83,6,-16,94,110.92,2012
51,83,14,22,238,280.84,2012
6,85,-78,-58,-2389,-2819.02,2012
12,85,-11,-22,-1103,-1301.54,2012
36,85,19,47,-673,-794.14,2012
37,85,-44,-163,-3430,-4047.4,2012
45,85,13,23,282,332.76,2012
48,85,-42,-61,-3303,-3897.54,2012
51,85,0,6,403,475.54,2012
12,86,92,219,4742,5595.56,2012
36,87,43,68,2340,2761.2,2012
37,87,-5,-25,-931,-1098.58,2012
51,87,6,28,1802,2126.36,2012
1,89,-1,-11,-123,-145.14,2012
13,89,-11,52,1382,1630.76,2012
17,89,5,22,1174,1385.32,2012
18,89,11,20,199,234.82,2012
37,89,-3,-4,-1588,-1873.84,2012
42,89,15,35,582,686.76,2012
12,91,4,10,376,443.68,2012
20,91,18,54,2670,3150.6,2012
36,91,16,38,916,1080.88,2012
37,91,11,11,62,73.16,2012
42,91,55,100,5982,7058.76,2012
45,91,-14,-27,-875,-1032.5,2012
26,93,10,30,875,1032.5,2012
36,93,13,30,851,1004.18,2012
37,93,4,2,-9,-10.62,2012
39,93,19,27,753,888.54,2012
47,93,-1,-41,131,154.58,2012
6,95,15,31,900,1062,2012
12,95,1,7,-935,-1103.3,2012
29,95,7,7,683,805.94,2012
39,95,23,50,991,1169.38,2012
42,95,12,15,1704,2010.72,2012
51,95,-10,-17,-502,-592.36,2012
1,97,11,18,336,396.48,2012
12,97,7,24,108,127.44,2012
17,97,11,24,2146,2532.28,2012
18,97,9,-3,1788,2109.84,2012
37,97,10,5,-1328,-1567.04,2012
12,99,64,103,3395,4006.1,2012
26,99,11,22,190,224.2,2012
37,99,5,9,104,122.72,2012
6,1,7,52,2760,3201.6,2013
8,1,9,20,361,418.76,2013
9,1,56,109,8073,9364.68,2013
11,1,49,74,24933,28922.28,2013
12,1,15,5,1725,2001,2013
25,1,6,8,-58,-67.28,2013
34,1,11,22,542,628.72,2013
35,1,3,12,95,110.2,2013
36,1,9,23,1098,1273.68,2013
37,1,-198,-571,-10193,-11823.88,2013
9,3,37,92,10409,12074.44,2013
10,3,18,60,1149,1332.84,2013
15,3,23,56,1418,1644.88,2013
18,3,-12,-16,-751,-871.16,2013
24,3,39,97,3736,4333.76,2013
32,3,-9,-13,-587,-680.92,2013
34,3,41,118,4216,4890.56,2013
42,3,69,123,6354,7370.64,2013
44,3,16,38,1404,1628.64,2013
45,3,-23,-44,-1017,-1179.72,2013
51,3,0,3,-1154,-1338.64,2013
8,5,7,7,286,331.76,2013
10,5,11,20,719,834.04,2013
23,5,3,1,-670,-777.2,2013
24,5,54,111,3177,3685.32,2013
25,5,10,30,1137,1318.92,2013
33,5,10,23,848,983.68,2013
34,5,22,41,906,1050.96,2013
36,5,57,126,2478,2874.48,2013
41,5,-10,-29,-1021,-1184.36,2013
5,7,-13,-27,-999,-1158.84,2013
9,7,10,19,883,1024.28,2013
34,7,28,69,2321,2692.36,2013
36,7,52,100,2791,3237.56,2013
42,7,16,25,653,757.48,2013
44,7,30,50,4632,5373.12,2013
45,7,0,-1,-615,-713.4,2013
50,7,30,63,1970,2285.2,2013
9,9,56,105,5950,6902,2013
12,9,8,23,-30,-34.8,2013
24,9,12,22,587,680.92,2013
25,9,33,91,4111,4768.76,2013
37,9,1,-12,-323,-374.68,2013
12,101,15,59,1112,1289.92,2013
37,101,-485,-1341,-16814,-19504.24,2013
42,101,86,161,3152,3656.32,2013
12,103,27,45,-1948,-2259.68,2013
19,103,-10,-12,-505,-585.8,2013
22,103,-10,-32,-682,-791.12,2013
36,103,150,299,12369,14348.04,2013
37,103,11,13,394,457.04,2013
39,103,14,19,716,830.56,2013
12,105,1,5,439,509.24,2013
37,105,49,304,320,371.2,2013
37,107,34,59,1286,1491.76,2013
51,107,22,19,3058,3547.28,2013
12,109,1,-6,2073,2404.68,2013
31,109,16,35,667,773.72,2013
37,109,-8,-28,-1305,-1513.8,2013
40,109,8,18,891,1033.56,2013
9,11,11,33,952,1104.32,2013
12,11,128,241,9261,10742.76,2013
33,11,62,144,6291,7297.56,2013
37,11,3,4,220,255.2,2013
42,11,5,2,601,697.16,2013
53,11,-10,-16,-434,-503.44,2013
54,11,10,15,362,419.92,2013
6,111,8,19,9016,10458.56,2013
12,111,-2,-8,453,525.48,2013
21,111,-3,-1,-299,-346.84,2013
36,111,4,19,179,207.64,2013
37,111,12,24,581,673.96,2013
12,113,17,43,898,1041.68,2013
13,113,0,-11,21,24.36,2013
17,113,1,2,200,232,2013
37,113,-12,-23,-706,-818.96,2013
39,113,20,38,1135,1316.6,2013
48,113,-26,-34,672,779.52,2013
12,115,6,24,502,582.32,2013
12,117,38,65,1414,1640.24,2013
13,117,-4,-14,479,555.64,2013
37,117,5,18,-80,-92.8,2013
51,117,-4,-14,13,15.08,2013
5,119,3,-6,18,20.88,2013
12,119,1,-3,-537,-622.92,2013
36,119,111,234,12147,14090.52,2013
37,119,-288,-603,-7243,-8401.88,2013
13,121,-54,-98,-3369,-3908.04,2013
48,121,-23,-41,-2072,-2403.52,2013
51,121,32,51,1306,1514.96,2013
8,123,-11,-22,-558,-647.28,2013
27,123,7,16,1094,1269.04,2013
37,123,3,-4,704,816.64,2013
1,125,10,19,465,539.4,2013
26,125,30,73,1475,1711,2013
37,125,-10,-58,-1162,-1347.92,2013
42,125,10,14,725,841,2013
47,125,8,9,769,892.04,2013
12,127,-1,-5,-52,-60.32,2013
37,127,186,260,10067,11677.72,2013
37,129,24,-21,-6252,-7252.32,2013
42,129,13,23,211,244.76,2013
4,13,82,213,6150,7134,2013
6,13,-12,-31,-2347,-2722.52,2013
8,13,-12,-12,-66,-76.56,2013
24,13,13,25,1128,1308.48,2013
25,13,3,-13,190,220.4,2013
34,13,54,113,3311,3840.76,2013
36,13,12,18,444,515.04,2013
37,13,7,0,-119,-138.04,2013
45,13,1,3,-1132,-1313.12,2013
51,13,51,83,5685,6594.6,2013
37,131,27,34,1064,1234.24,2013
37,133,51,65,-604,-700.64,2013
39,133,11,29,600,696,2013
42,133,-2,5,-20,-23.2,2013
55,133,28,57,6610,7667.6,2013
13,135,-17,-17,686,795.76,2013
37,135,485,329,23536,27301.76,2013
37,137,-1,-8,-635,-736.6,2013
37,139,22,67,1097,1272.52,2013
18,141,10,17,488,566.08,2013
37,141,5,-20,8,9.28,2013
48,141,-1,1,548,635.68,2013
5,143,12,22,1051,1219.16,2013
40,143,8,4,-205,-237.8,2013
51,143,15,23,461,534.76,2013
37,145,-9,-42,1037,1202.92,2013
37,147,272,423,9871,11450.36,2013
47,149,13,25,672,779.52,2013
12,15,10,17,426,494.16,2013
25,15,13,16,588,682.08,2013
33,15,2,-8,-407,-472.12,2013
34,15,15,34,379,439.64,2013
37,15,19,28,531,615.96,2013
45,15,10,23,568,658.88,2013
13,151,-2,0,87,100.92,2013
37,151,37,81,-508,-589.28,2013
39,151,0,-9,417,483.72,2013
19,153,8,13,2592,3006.72,2013
37,153,15,31,749,868.84,2013
39,153,27,58,2542,2948.72,2013
51,153,50,118,4934,5723.44,2013
37,155,11,23,587,680.92,2013
37,157,11,14,451,523.16,2013
47,157,28,61,4930,5718.8,2013
48,157,-2,-7,-457,-530.12,2013
37,159,24,27,1209,1402.44,2013
20,161,13,23,654,758.64,2013
26,161,26,32,932,1081.12,2013
37,161,12,18,543,629.88,2013
51,161,1,-11,505,585.8,2013
19,163,5,16,414,480.24,2013
26,163,37,73,2378,2758.48,2013
37,163,-7,-81,34,39.44,2013
47,163,-2,-19,-383,-444.28,2013
37,165,6,9,171,198.36,2013
39,165,4,12,560,649.6,2013
37,167,1,-1,64,74.24,2013
19,169,12,25,839,973.24,2013
12,17,33,82,3284,3809.44,2013
24,17,6,7,228,264.48,2013
25,17,43,157,10505,12185.8,2013
34,17,25,71,1654,1918.64,2013
37,17,-9,-23,-537,-622.92,2013
39,17,3,13,269,312.04,2013
42,17,30,69,2725,3161,2013
37,171,-13,-51,-567,-657.72,2013
20,173,-11,-19,-811,-940.76,2013
39,173,11,20,640,742.4,2013
37,175,19,37,769,892.04,2013
51,177,11,24,597,692.52,2013
37,179,5,-35,-1722,-1997.52,2013
47,179,7,4,686,795.76,2013
51,179,3,7,589,683.24,2013
37,181,111,326,4544,5271.04,2013
29,183,19,58,2959,3432.44,2013
37,183,734,2228,36277,42081.32,2013
37,185,41,74,-630,-730.8,2013
37,187,16,30,628,728.48,2013
47,187,-12,-44,-1970,-2285.2,2013
29,189,31,81,4120,4779.2,2013
37,189,33,47,-25,-29,2013
4,19,27,33,456,528.96,2013
6,19,-25,-78,-1222,-1417.52,2013
12,19,3,8,848,983.68,2013
17,19,15,27,763,885.08,2013
23,19,10,17,455,527.8,2013
29,19,-11,-19,-343,-397.88,2013
34,19,14,33,1688,1958.08,2013
37,19,-32,-40,-5007,-5808.12,2013
42,19,-3,-4,561,650.76,2013
45,19,-64,-119,-4592,-5326.72,2013
51,19,12,24,660,765.6,2013
37,191,126,217,8643,10025.88,2013
37,193,5,-5,-737,-854.92,2013
37,195,66,104,5477,6353.32,2013
17,197,25,62,2224,2579.84,2013
37,197,10,20,486,563.76,2013
51,199,11,29,591,685.56,2013
2,20,3,10,101,117.16,2013
17,201,10,22,443,513.88,2013
48,201,-61,-149,-322,-373.52,2013
12,21,13,16,-20294,-23541.04,2013
24,21,7,19,1029,1193.64,2013
25,21,51,150,7350,8526,2013
34,21,30,74,3496,4055.36,2013
37,21,-126,-201,-5172,-5999.52,2013
42,21,11,28,542,628.72,2013
13,215,-26,-48,-697,-808.52,2013
25,23,11,40,2001,2321.16,2013
34,23,79,194,8557,9926.12,2013
37,23,18,31,902,1046.32,2013
13,245,13,19,529,613.64,2013
24,25,5,32,1373,1592.68,2013
25,25,45,77,4442,5152.72,2013
34,25,25,46,3882,4503.12,2013
37,25,-12,-44,-2204,-2556.64,2013
55,25,37,55,1629,1889.64,2013
24,27,30,79,3723,4318.68,2013
25,27,36,118,4890,5672.4,2013
34,27,59,100,7155,8299.8,2013
36,27,53,104,3433,3982.28,2013
37,27,8,12,188,218.08,2013
40,27,-11,-18,-361,-418.76,2013
48,27,-7,-10,-38,-44.08,2013
34,29,34,78,2535,2940.6,2013
36,29,38,44,2637,3058.92,2013
42,29,18,51,4723,5478.68,2013
48,29,15,32,6712,7785.92,2013
8,31,-28,-30,-1629,-1889.64,2013
12,31,-7,-27,-5688,-6598.08,2013
17,31,75,162,9939,11529.24,2013
23,31,10,21,1078,1250.48,2013
24,31,76,152,9883,11464.28,2013
32,31,5,13,74,85.84,2013
34,31,14,30,1046,1213.36,2013
37,31,-20,-66,-6791,-7877.56,2013
45,31,11,17,401,465.16,2013
12,33,14,20,-10,-11.6,2013
22,33,-39,-197,-1660,-1925.6,2013
24,33,-16,-7,-139,-161.24,2013
37,33,-11,-42,-435,-504.6,2013
45,33,-10,-28,-231,-267.96,2013
53,33,-75,-131,6614,7672.24,2013
48,339,-14,-36,-1115,-1293.4,2013
8,35,-6,-8,-938,-1088.08,2013
12,35,-5,-7,-206,-238.96,2013
34,35,21,41,1648,1911.68,2013
37,35,62,101,3441,3991.56,2013
39,35,44,73,960,1113.6,2013
45,35,-4,8,-271,-314.36,2013
49,35,0,1,77,89.32,2013
6,37,34,137,52288,60654.08,2013
24,37,15,29,844,979.04,2013
27,37,15,35,867,1005.72,2013
34,37,17,27,1076,1248.16,2013
37,37,-213,-649,-49016,-56858.56,2013
47,37,-34,-74,-4416,-5122.56,2013
34,39,61,135,3934,4563.44,2013
48,39,-13,-23,-693,-803.88,2013
54,39,12,17,962,1115.92,2013
8,41,-6,-6,-1530,-1774.8,2013
37,41,10,18,728,844.48,2013
39,41,-1,-8,-79,-91.64,2013
42,41,6,-1,347,402.52,2013
45,41,5,12,409,474.44,2013
51,41,7,-13,-85,-98.6,2013
48,423,11,19,365,423.4,2013
17,43,35,80,3541,4107.56,2013
42,43,-7,-14,83,96.28,2013
45,43,-1,-7,-646,-749.36,2013
48,439,-8,-36,158,183.28,2013
24,45,19,35,804,932.64,2013
36,45,8,23,286,331.76,2013
37,45,-4,-4,-282,-327.12,2013
42,45,18,47,2528,2932.48,2013
45,45,-14,-46,-4596,-5331.36,2013
48,453,-93,-86,-8278,-9602.48,2013
28,47,-12,-27,-285,-330.6,2013
36,47,84,191,5955,6907.8,2013
37,47,-5,0,158,183.28,2013
26,49,15,30,975,1131,2013
37,49,99,166,3695,4286.2,2013
39,49,2,-17,686,795.76,2013
42,49,10,21,570,661.2,2013
49,49,15,50,433,502.28,2013
48,491,18,58,2859,3316.44,2013
13,51,30,52,1253,1453.48,2013
22,51,-24,-53,-825,-957,2013
37,51,261,460,12707,14740.12,2013
41,51,-5,-13,-395,-458.2,2013
45,51,-15,-35,-3668,-4254.88,2013
24,510,-9,16,923,1070.68,2013
29,510,-13,-18,-622,-721.52,2013
51,510,4,34,2576,2988.16,2013
12,53,-11,-24,-306,-354.96,2013
27,53,43,98,3852,4468.32,2013
53,53,-3,1,-132,-153.12,2013
51,540,21,25,1041,1207.56,2013
12,55,10,20,429,497.64,2013
31,55,14,19,657,762.12,2013
36,55,80,141,5299,6146.84,2013
37,55,28,40,1484,1721.44,2013
45,55,-10,-19,-782,-907.12,2013
51,550,14,34,1178,1366.48,2013
12,57,42,100,2205,2557.8,2013
13,57,-5,-13,-307,-356.12,2013
18,57,-11,-34,-793,-919.88,2013
37,57,17,7,595,690.2,2013
39,57,16,30,676,784.16,2013
45,57,-14,-26,-1121,-1300.36,2013
6,59,29,68,2223,2578.68,2013
